Inventory ID,Project ID,Material Type,Quantity,Unit Price,Supplier Name,Supplier Contact,Location,Storage Location,Storage Conditions,Reorder Level,Reorder Quantity,Project Type,Project Name,Order Date,Expected Delivery Date,Actual Delivery Date,Procurement Status,Payment Status,Compliance Status,Risk Factor,Total Cost
INV-7505,PROJ-85,Tiles,697,31.52,"Maynard, Holt and Warren",(357)582-8852x7548,Dubai,Al Quoz Industrial Area,Open-air,110,461,Residential,Smith Group Development Project,26-02-2024,,,Cancelled,Pending,Non-compliant,Material Shortage,21969.44
INV-7506,PROJ-90,Wood,4496,5.69,Robinson Inc,(238)917-6618x4980,Dubai,Ras Al Khor Industrial Area,Climate-controlled,176,203,Mixed-use,Weber Group Development Project,23-11-2023,,,Cancelled,Overdue,Compliant,Material Shortage,25582.24
INV-7507,PROJ-32,Wood,3971,4.22,Clark-Adams,001-759-849-7833x1349,Sharjah,SAIF Zone,Open-air,94,241,Commercial,Morrison Group Development Project,27-05-2024,,,Cancelled,Pending,Compliant,Material Shortage,16757.62
INV-7508,PROJ-8,Bricks,1057,4.14,Sullivan-Sutton,799.958.0439,Dubai,Ras Al Khor Industrial Area,Covered,103,445,Commercial,Fuller-Monroe Development Project,16-11-2023,,,Cancelled,Paid,Compliant,Delay in Delivery,4375.98
INV-7509,PROJ-96,Cement,770,87.54,Cruz-Stuart,313.834.5847x598,Sharjah,Industrial Area 10,Climate-controlled,128,457,Residential,Trujillo and Sons Development Project,20-10-2023,29-03-2025,22-03-2025,Pending,Pending,Pending,Cost Overruns,67405.8
INV-7510,PROJ-91,Cement,1409,91.98,Wade-Wilson,762-446-6579,Dubai,Dubai Silicon Oasis,Open-air,179,484,Residential,Young-Sweeney Development Project,17-12-2023,23-07-2025,25-01-2025,In-progress,Pending,Non-compliant,Delay in Delivery,129599.82
INV-7511,PROJ-33,Sand,3851,8.05,"Fowler, Morales and Yang",249.841.7260x081,Dubai,Ras Al Khor Industrial Area,Climate-controlled,82,381,Residential,Taylor-Michael Development Project,11-02-2024,28-05-2025,19-10-2024,Pending,Paid,Compliant,Material Shortage,31000.55
INV-7512,PROJ-88,Safety Equipment,3563,80.35,Chase PLC,(426)778-4916x6100,Dubai,Dubai Investment Park (DIP),Climate-controlled,198,463,Mixed-use,Moses and Sons Development Project,04-09-2024,09-06-2025,14-11-2024,Pending,Paid,Compliant,Delay in Delivery,286287.05
INV-7513,PROJ-60,Glass,2023,36.56,Harper Ltd,(961)616-6081x84042,Sharjah,Hamriyah Free Zone,Climate-controlled,133,219,Commercial,Morris-Smith Development Project,24-03-2024,08-12-2024,26-10-2024,Pending,Paid,Compliant,Material Shortage,73960.88
INV-7514,PROJ-43,Tiles,898,33.1,"Fowler, Brown and White",+1-786-438-3761x25489,Sharjah,Industrial Area 10,Climate-controlled,138,436,Mixed-use,"Gonzales, King and Cantrell Development Project",19-09-2024,30-08-2025,15-12-2024,Pending,Paid,Non-compliant,Delay in Delivery,29723.8
INV-7515,PROJ-84,Safety Equipment,4418,105.48,Wade-Wilson,(795)293-4811,Dubai,Dubai Silicon Oasis,Covered,187,228,Residential,Proctor-Moore Development Project,16-02-2024,06-03-2025,30-01-2025,Pending,Paid,Non-compliant,Cost Overruns,466010.64
INV-7516,PROJ-61,Cement,4113,92,"Miller, Nelson and Bailey",362.504.1093x938,Abu Dhabi,Mussafah Industrial Area,Covered,54,227,Mixed-use,Lam and Sons Development Project,26-06-2024,08-05-2025,02-05-2025,Delivered,Pending,Compliant,Material Shortage,378396
INV-7517,PROJ-79,Steel,365,837.48,Hall-Green,+1-336-256-2528x442,Sharjah,Hamriyah Free Zone,Climate-controlled,91,490,Mixed-use,Hill-Whitney Development Project,12-12-2023,20-05-2025,23-03-2025,In-progress,Paid,Pending,Delay in Delivery,305680.2
INV-7518,PROJ-86,Tiles,3148,38.58,Sullivan-Sutton,001-298-903-4741x5205,Sharjah,SAIF Zone,Open-air,105,289,Residential,Flynn LLC Development Project,15-10-2023,24-10-2024,28-12-2023,Pending,Overdue,Compliant,Cost Overruns,121449.84
INV-7519,PROJ-90,Glass,3065,30.13,Robinson Inc,537.273.4094,Abu Dhabi,Khalifa Industrial Zone Abu Dhabi (KIZAD),Climate-controlled,170,372,Commercial,Weber Group Development Project,18-10-2023,15-04-2025,02-07-2024,Pending,Pending,Compliant,Delay in Delivery,92348.45
INV-7520,PROJ-54,Sand,3267,8.42,"Jackson, Thomas and Duncan",-4520,Abu Dhabi,Al Ain Industrial Area,Open-air,83,431,Commercial,Pennington and Sons Development Project,13-05-2024,07-12-2024,10-09-2024,In-progress,Pending,Non-compliant,Cost Overruns,27508.14
INV-7521,PROJ-69,Wood,3681,4.18,"Brewer, Swanson and Gutierrez",403-939-6900x88767,Abu Dhabi,Mussafah Industrial Area,Open-air,52,456,Residential,Cameron-Fuller Development Project,06-02-2024,06-01-2025,01-07-2024,In-progress,Paid,Compliant,Delay in Delivery,15386.58
INV-7522,PROJ-20,Sand,3766,10.92,Murphy-Harvey,899-807-4080x91146,Sharjah,Al Saja'a Industrial Area,Climate-controlled,94,270,Commercial,"Johnson, Burns and Ingram Development Project",06-10-2023,,,Cancelled,Pending,Pending,Material Shortage,41124.72
INV-7523,PROJ-28,Tiles,195,48.43,"Fowler, Morales and Yang",001-984-435-2920x238,Sharjah,SAIF Zone,Climate-controlled,143,236,Residential,"Turner, Morrow and Donovan Development Project",19-09-2024,05-02-2025,14-11-2024,Delivered,Paid,Non-compliant,Material Shortage,9443.85
INV-7524,PROJ-1,Tiles,4122,7.51,"Brewer, Swanson and Gutierrez",326-669-8857x0725,Dubai,Dubai Silicon Oasis,Climate-controlled,112,343,Residential,"Peterson, Krause and Abbott Development Project",08-01-2024,01-08-2025,08-05-2025,Delivered,Pending,Compliant,Delay in Delivery,30956.22
INV-7525,PROJ-38,Safety Equipment,3894,149.45,Cruz-Stuart,001-699-269-1280x1240,Dubai,Ras Al Khor Industrial Area,Open-air,80,446,Commercial,May PLC Development Project,15-10-2023,03-02-2025,24-03-2024,Pending,Overdue,Non-compliant,Cost Overruns,581958.3
INV-7526,PROJ-56,Safety Equipment,4219,66.11,"Barton, Johnson and Stark",229.214.5489,Sharjah,Al Khan Industrial Area,Open-air,168,251,Mixed-use,Smith-Hamilton Development Project,02-11-2023,19-11-2024,14-06-2024,Delivered,Pending,Non-compliant,Cost Overruns,278918.09
INV-7527,PROJ-72,Wood,3358,7.28,"Jackson, Thomas and Duncan",8334953787,Sharjah,Industrial Area 10,Open-air,63,459,Mixed-use,Schmidt-Munoz Development Project,13-09-2024,,,Cancelled,Pending,Pending,Cost Overruns,24446.24
INV-7528,PROJ-42,Bricks,4226,0.73,"Miller, Nelson and Bailey",+1-898-297-2344x64115,Dubai,Ras Al Khor Industrial Area,Climate-controlled,60,238,Residential,Gregory Ltd Development Project,01-03-2024,11-01-2025,03-07-2024,Delivered,Pending,Pending,Cost Overruns,3084.98
INV-7529,PROJ-4,Sand,2883,12.52,Murphy-Harvey,661-654-0113,Sharjah,Al Khan Industrial Area,Climate-controlled,61,500,Mixed-use,"Adams, Richards and Potts Development Project",17-07-2024,22-08-2025,14-08-2025,Pending,Paid,Compliant,Delay in Delivery,36095.16
INV-7530,PROJ-90,Sand,1094,13.51,Harper Ltd,001-892-214-1845x45062,Dubai,Jebel Ali Free Zone (JAFZA),Covered,143,472,Commercial,Weber Group Development Project,11-12-2023,02-02-2025,03-11-2024,Pending,Pending,Compliant,Delay in Delivery,14779.94
INV-7531,PROJ-24,Safety Equipment,3712,34.07,"Jackson, Thomas and Duncan",(576)763-8730x3513,Sharjah,SAIF Zone,Climate-controlled,52,446,Commercial,Walker Ltd Development Project,25-11-2023,15-05-2025,06-10-2024,Pending,Pending,Compliant,Cost Overruns,126467.84
INV-7532,PROJ-51,Safety Equipment,3904,53.31,"Maynard, Holt and Warren",689.428.2542,Sharjah,Al Saja'a Industrial Area,Climate-controlled,192,491,Mixed-use,Torres LLC Development Project,09-12-2023,01-06-2025,13-09-2024,Pending,Pending,Compliant,Delay in Delivery,208122.24
INV-7533,PROJ-5,Tiles,3508,30.57,Hall-Green,(637)682-5469x48538,Abu Dhabi,Baniyas East,Covered,163,217,Residential,Woods Group Development Project,08-12-2023,10-06-2025,17-03-2024,Pending,Overdue,Pending,Cost Overruns,107239.56
INV-7534,PROJ-79,Bricks,2006,1.62,Harper Ltd,808-524-9670,Sharjah,SAIF Zone,Open-air,115,497,Residential,Hill-Whitney Development Project,08-03-2024,16-03-2025,12-02-2025,Delivered,Paid,Pending,Delay in Delivery,3249.72
INV-7535,PROJ-48,Cement,3665,89.83,"Barton, Johnson and Stark",001-504-810-0860,Abu Dhabi,Baniyas East,Climate-controlled,198,340,Commercial,"Martin, Fisher and Wiley Development Project",01-07-2024,08-01-2025,08-11-2024,In-progress,Pending,Non-compliant,Delay in Delivery,329226.95
INV-7536,PROJ-55,Bricks,1144,10.96,"Fowler, Brown and White",745.330.1022,Abu Dhabi,Al Ain Industrial Area,Climate-controlled,76,314,Residential,"Robbins, Rogers and Silva Development Project",23-07-2024,23-11-2024,23-10-2024,Delivered,Paid,Pending,Delay in Delivery,12538.24
INV-7537,PROJ-23,Wood,3448,4.2,"Maynard, Holt and Warren",001-254-477-2866x088,Dubai,Al Quoz Industrial Area,Climate-controlled,108,440,Residential,Avery-Hurst Development Project,28-11-2023,,,Cancelled,Pending,Pending,Cost Overruns,14481.6
INV-7538,PROJ-22,Tiles,3229,42.28,Harper Ltd,001-968-638-7084x714,Sharjah,Al Saja'a Industrial Area,Covered,119,261,Mixed-use,Martin-Bishop Development Project,06-06-2024,,,Cancelled,Pending,Compliant,Cost Overruns,136522.12
INV-7539,PROJ-86,Tiles,1481,32.91,"Barton, Johnson and Stark",+1-646-203-0469x2795,Sharjah,Al Khan Industrial Area,Climate-controlled,82,224,Commercial,Flynn LLC Development Project,03-02-2024,14-12-2024,27-03-2024,Pending,Pending,Compliant,Cost Overruns,48739.71
INV-7540,PROJ-88,Glass,4820,47.85,"Glenn, Burton and Henry",001-923-701-0342,Sharjah,Hamriyah Free Zone,Open-air,68,202,Commercial,Moses and Sons Development Project,24-12-2023,,,Cancelled,Pending,Pending,Delay in Delivery,230637
INV-7541,PROJ-71,Cement,602,88.35,Hall-Green,001-401-258-0439,Sharjah,Al Khan Industrial Area,Climate-controlled,100,263,Commercial,Crawford-Bates Development Project,26-04-2024,07-04-2025,06-08-2024,Pending,Paid,Non-compliant,Material Shortage,53186.7
INV-7542,PROJ-53,Sand,350,13.19,Harper Ltd,929.824.1145x72552,Dubai,Jebel Ali Free Zone (JAFZA),Open-air,62,292,Commercial,Reyes-Eaton Development Project,30-10-2023,24-11-2024,17-03-2024,In-progress,Pending,Pending,Material Shortage,4616.5
INV-7543,PROJ-46,Wood,1157,6.83,"Barton, Johnson and Stark",6608313769,Abu Dhabi,Mussafah Industrial Area,Covered,133,240,Mixed-use,"Hurst, Reid and Torres Development Project",25-08-2024,27-08-2025,29-10-2024,Delivered,Overdue,Compliant,Material Shortage,7902.31
INV-7544,PROJ-40,Steel,2639,714.36,Clark-Adams,+1-902-228-5990x20526,Abu Dhabi,Al Ain Industrial Area,Covered,143,237,Commercial,Smith-Nguyen Development Project,13-05-2024,,,Cancelled,Paid,Pending,Delay in Delivery,1885196.04
INV-7545,PROJ-61,Sand,4980,7.23,Cruz-Stuart,210.652.4324,Dubai,Al Quoz Industrial Area,Open-air,78,353,Commercial,Lam and Sons Development Project,11-03-2024,19-04-2025,24-03-2024,Pending,Overdue,Compliant,Cost Overruns,36005.4
INV-7546,PROJ-94,Cement,3781,82.89,Chase PLC,829.902.9012,Abu Dhabi,Mussafah Industrial Area,Climate-controlled,56,416,Mixed-use,Wagner Inc Development Project,22-06-2024,,,Cancelled,Paid,Pending,Cost Overruns,313407.09
INV-7547,PROJ-54,Cement,1118,82.49,"Fowler, Brown and White",438.599.0006,Sharjah,SAIF Zone,Open-air,58,336,Mixed-use,Pennington and Sons Development Project,27-10-2023,11-05-2025,07-07-2024,In-progress,Overdue,Non-compliant,Delay in Delivery,92223.82
INV-7548,PROJ-84,Bricks,4554,0.89,Murphy-Harvey,451-505-8249x12393,Abu Dhabi,Baniyas East,Covered,163,380,Commercial,Proctor-Moore Development Project,16-03-2024,,,Cancelled,Paid,Non-compliant,Material Shortage,4053.06
INV-7549,PROJ-68,Wood,1000,5.09,Wade-Wilson,001-710-344-2672x7235,Abu Dhabi,Mussafah Industrial Area,Climate-controlled,92,323,Residential,Zuniga-Perry Development Project,02-06-2024,02-02-2025,22-09-2024,In-progress,Overdue,Compliant,Delay in Delivery,5090
INV-7550,PROJ-81,Steel,2394,612.03,Clark-Adams,2958359485,Sharjah,Industrial Area 10,Climate-controlled,177,396,Residential,Patterson-Wood Development Project,05-12-2023,09-07-2025,23-05-2024,Delivered,Overdue,Compliant,Delay in Delivery,1465199.82
INV-7551,PROJ-47,Sand,3397,11.87,"Barton, Johnson and Stark",001-390-494-0565x77200,Abu Dhabi,Mussafah Industrial Area,Covered,197,313,Mixed-use,Wallace Group Development Project,10-04-2024,29-09-2024,24-04-2024,Pending,Paid,Compliant,Cost Overruns,40322.39
INV-7552,PROJ-5,Tiles,812,11.03,"Maynard, Holt and Warren",001-381-632-6905x49101,Sharjah,Industrial Area 10,Climate-controlled,171,217,Residential,Woods Group Development Project,05-04-2024,23-05-2025,04-05-2024,Delivered,Overdue,Compliant,Delay in Delivery,8956.36
INV-7553,PROJ-92,Paint,2771,10.3,"Fowler, Morales and Yang",001-494-385-6124x22185,Dubai,Ras Al Khor Industrial Area,Covered,149,245,Mixed-use,"Higgins, Vargas and Mckinney Development Project",01-03-2024,27-05-2025,26-05-2024,Delivered,Overdue,Compliant,Material Shortage,28541.3
INV-7554,PROJ-90,Wood,214,6.33,"Glenn, Burton and Henry",(628)738-9571,Dubai,Al Quoz Industrial Area,Covered,177,221,Commercial,Weber Group Development Project,17-04-2024,19-08-2025,29-06-2025,Delivered,Overdue,Compliant,Cost Overruns,1354.62
INV-7555,PROJ-92,Bricks,3954,1.6,"Brewer, Swanson and Gutierrez",732.244.8852x98586,Abu Dhabi,Al Ain Industrial Area,Covered,179,326,Residential,"Higgins, Vargas and Mckinney Development Project",09-08-2024,09-04-2025,28-03-2025,Pending,Overdue,Compliant,Cost Overruns,6326.4
INV-7556,PROJ-69,Steel,1950,856.91,"Barton, Johnson and Stark",498-700-3835x336,Sharjah,Al Saja'a Industrial Area,Covered,152,289,Mixed-use,Cameron-Fuller Development Project,24-03-2024,,,Cancelled,Pending,Pending,Delay in Delivery,1670974.5
INV-7557,PROJ-32,Wood,3864,7.49,"Barton, Johnson and Stark",538.718.3729x709,Sharjah,Al Khan Industrial Area,Covered,124,261,Commercial,Morrison Group Development Project,28-09-2023,,,Cancelled,Paid,Compliant,Delay in Delivery,28941.36
INV-7558,PROJ-78,Cement,3094,87.96,"Maynard, Holt and Warren",+1-245-750-5925x635,Abu Dhabi,Baniyas East,Covered,112,367,Mixed-use,Spencer-Lucas Development Project,24-09-2024,,,Cancelled,Overdue,Compliant,Delay in Delivery,272148.24
INV-7559,PROJ-9,Safety Equipment,4016,133.79,"Glenn, Burton and Henry",(799)770-1696x10392,Sharjah,Al Saja'a Industrial Area,Covered,76,229,Mixed-use,Harper-Vazquez Development Project,11-04-2024,22-03-2025,24-04-2024,In-progress,Overdue,Non-compliant,Material Shortage,537300.64
INV-7560,PROJ-50,Safety Equipment,3060,52.73,Robinson Inc,822-830-5149,Dubai,Al Quoz Industrial Area,Covered,190,252,Mixed-use,Ramirez PLC Development Project,18-12-2023,14-08-2025,17-01-2024,Pending,Pending,Non-compliant,Delay in Delivery,161353.8
INV-7561,PROJ-53,Tiles,4925,18.27,Harper Ltd,+1-958-934-7462x6642,Sharjah,Al Khan Industrial Area,Open-air,155,330,Commercial,Reyes-Eaton Development Project,06-12-2023,14-01-2025,19-09-2024,Delivered,Overdue,Compliant,Material Shortage,89979.75
INV-7562,PROJ-10,Cement,4549,87.34,"Fowler, Morales and Yang",402-479-1546x52382,Dubai,Al Quoz Industrial Area,Open-air,144,500,Residential,Bell-Anderson Development Project,02-02-2024,13-09-2025,03-08-2024,In-progress,Paid,Non-compliant,Cost Overruns,397309.66
INV-7563,PROJ-27,Cement,4957,92.39,"Glenn, Burton and Henry",(793)438-0696,Dubai,Al Quoz Industrial Area,Covered,122,385,Mixed-use,Mills and Sons Development Project,11-04-2024,26-05-2025,27-12-2024,Pending,Pending,Non-compliant,Material Shortage,457977.23
INV-7564,PROJ-27,Sand,2748,10.4,Cruz-Stuart,001-476-405-1779,Sharjah,Hamriyah Free Zone,Covered,175,231,Commercial,Mills and Sons Development Project,16-06-2024,,,Cancelled,Paid,Compliant,Material Shortage,28579.2
INV-7565,PROJ-96,Cement,3921,91.04,"Mayo, Chen and Reed",906-758-9371x118,Sharjah,Industrial Area 10,Open-air,127,491,Mixed-use,Trujillo and Sons Development Project,05-07-2024,20-04-2025,13-08-2024,Pending,Overdue,Compliant,Material Shortage,356967.84
INV-7566,PROJ-51,Bricks,3344,14.16,Sullivan-Sutton,576.736.6098x8141,Sharjah,Hamriyah Free Zone,Climate-controlled,152,364,Residential,Torres LLC Development Project,20-12-2023,04-05-2025,25-04-2024,Pending,Pending,Compliant,Material Shortage,47351.04
INV-7567,PROJ-80,Steel,3688,799.81,"Jackson, Thomas and Duncan",(582)288-5155,Sharjah,Al Saja'a Industrial Area,Covered,164,369,Commercial,"Anderson, Patterson and Johns Development Project",29-10-2023,,,Cancelled,Pending,Compliant,Delay in Delivery,2949699.28
INV-7568,PROJ-22,Paint,2774,17.41,Murphy Ltd,(908)416-4217x91162,Sharjah,SAIF Zone,Open-air,139,270,Residential,Martin-Bishop Development Project,07-04-2024,16-04-2025,23-01-2025,In-progress,Overdue,Compliant,Delay in Delivery,48295.34
INV-7569,PROJ-81,Tiles,4799,11.48,"Maynard, Holt and Warren",+1-344-351-4857x7657,Sharjah,Hamriyah Free Zone,Climate-controlled,99,394,Residential,Patterson-Wood Development Project,27-12-2023,25-05-2025,15-04-2025,Pending,Pending,Non-compliant,Delay in Delivery,55092.52
INV-7570,PROJ-63,Cement,4276,95.68,"Glenn, Burton and Henry",847-678-4608x24031,Sharjah,Al Saja'a Industrial Area,Covered,88,303,Mixed-use,Young-Weber Development Project,23-03-2024,10-02-2025,21-06-2024,Delivered,Overdue,Pending,Material Shortage,409127.68
INV-7571,PROJ-65,Bricks,1385,4.42,George Ltd,001-838-915-2014,Abu Dhabi,Khalifa Industrial Zone Abu Dhabi (KIZAD),Climate-controlled,110,280,Mixed-use,Nguyen-Reilly Development Project,06-06-2024,28-10-2024,24-08-2024,In-progress,Pending,Pending,Delay in Delivery,6121.7
INV-7572,PROJ-60,Bricks,485,8.25,Robinson Inc,3529292981,Abu Dhabi,Khalifa Industrial Zone Abu Dhabi (KIZAD),Climate-controlled,144,241,Mixed-use,Morris-Smith Development Project,23-05-2024,,,Cancelled,Paid,Compliant,Delay in Delivery,4001.25
INV-7573,PROJ-64,Safety Equipment,3164,91.39,Robinson Inc,3132021087,Sharjah,Hamriyah Free Zone,Open-air,185,292,Mixed-use,Lopez-Murray Development Project,04-02-2024,20-07-2025,10-02-2025,Pending,Paid,Pending,Delay in Delivery,289157.96
INV-7574,PROJ-94,Sand,2946,12.87,"Jackson, Thomas and Duncan",983-387-7572,Abu Dhabi,Al Ain Industrial Area,Covered,67,232,Residential,Wagner Inc Development Project,26-08-2024,09-02-2025,15-09-2024,Pending,Pending,Non-compliant,Cost Overruns,37915.02
INV-7575,PROJ-52,Paint,376,16.15,Murphy Ltd,001-645-894-1315x795,Abu Dhabi,Mussafah Industrial Area,Covered,86,323,Commercial,Ross-Evans Development Project,19-12-2023,01-09-2025,08-05-2025,Delivered,Paid,Non-compliant,Cost Overruns,6072.4
INV-7576,PROJ-27,Wood,4199,5.29,Murphy Ltd,+1-987-207-0768x3243,Dubai,Ras Al Khor Industrial Area,Covered,75,245,Mixed-use,Mills and Sons Development Project,18-12-2023,06-09-2025,16-06-2024,Pending,Paid,Compliant,Delay in Delivery,22212.71
INV-7577,PROJ-86,Tiles,4293,5.08,"Fowler, Morales and Yang",7753775654,Sharjah,SAIF Zone,Covered,192,310,Commercial,Flynn LLC Development Project,01-03-2024,23-09-2025,31-01-2025,In-progress,Paid,Non-compliant,Material Shortage,21808.44
INV-7578,PROJ-66,Glass,4698,22.77,"Jackson, Thomas and Duncan",001-351-852-5839,Sharjah,Industrial Area 10,Climate-controlled,122,404,Mixed-use,Cox Group Development Project,11-04-2024,05-12-2024,11-09-2024,Delivered,Pending,Compliant,Cost Overruns,106973.46
INV-7579,PROJ-13,Steel,4461,710.79,"Miller, Nelson and Bailey",-5995,Sharjah,Hamriyah Free Zone,Open-air,172,373,Mixed-use,Vazquez-Roth Development Project,18-06-2024,16-11-2024,22-08-2024,Pending,Overdue,Compliant,Cost Overruns,3170834.19
INV-7580,PROJ-75,Steel,898,858.21,Robinson Inc,(371)281-2550x584,Dubai,Jebel Ali Free Zone (JAFZA),Open-air,182,359,Commercial,"Smith, Reed and Washington Development Project",05-04-2024,,,Cancelled,Paid,Non-compliant,Cost Overruns,770672.58
INV-7581,PROJ-17,Wood,3802,4.43,"Brewer, Swanson and Gutierrez",+1-487-847-8587x707,Dubai,Ras Al Khor Industrial Area,Covered,142,308,Mixed-use,Cummings Inc Development Project,29-02-2024,16-04-2025,27-05-2024,Pending,Pending,Compliant,Material Shortage,16842.86
INV-7582,PROJ-64,Bricks,278,11.12,Harper Ltd,742.962.6261x2268,Abu Dhabi,Khalifa Industrial Zone Abu Dhabi (KIZAD),Climate-controlled,135,329,Mixed-use,Lopez-Murray Development Project,22-02-2024,18-10-2024,13-10-2024,Pending,Paid,Pending,Cost Overruns,3091.36
INV-7583,PROJ-64,Paint,807,27.42,"Mayo, Chen and Reed",340-988-9262,Abu Dhabi,Mussafah Industrial Area,Climate-controlled,58,451,Mixed-use,Lopez-Murray Development Project,01-11-2023,22-12-2024,12-07-2024,Delivered,Paid,Non-compliant,Delay in Delivery,22127.94
INV-7584,PROJ-70,Safety Equipment,2565,117.8,George Ltd,+1-472-692-5467x53840,Dubai,Ras Al Khor Industrial Area,Open-air,59,435,Mixed-use,Alvarez PLC Development Project,26-11-2023,05-04-2025,21-10-2024,Pending,Paid,Pending,Cost Overruns,302157
INV-7585,PROJ-91,Glass,4889,24.63,"Barton, Johnson and Stark",363.264.7640,Sharjah,Industrial Area 10,Covered,139,439,Commercial,Young-Sweeney Development Project,25-11-2023,,,Cancelled,Paid,Pending,Material Shortage,120416.07
INV-7586,PROJ-43,Sand,217,11.48,Wade-Wilson,(941)234-1916,Abu Dhabi,Mussafah Industrial Area,Open-air,185,387,Commercial,"Gonzales, King and Cantrell Development Project",23-07-2024,18-01-2025,07-08-2024,Pending,Pending,Compliant,Delay in Delivery,2491.16
INV-7587,PROJ-57,Bricks,3038,1.66,Harper Ltd,652-457-8161,Sharjah,Al Khan Industrial Area,Open-air,175,232,Residential,Bishop PLC Development Project,03-02-2024,27-04-2025,18-02-2024,In-progress,Overdue,Pending,Cost Overruns,5043.08
INV-7588,PROJ-30,Bricks,3056,6.88,"Barton, Johnson and Stark",476.914.1818x68029,Abu Dhabi,Baniyas East,Open-air,97,290,Residential,Perkins and Sons Development Project,28-09-2023,,,Cancelled,Overdue,Compliant,Delay in Delivery,21025.28
INV-7589,PROJ-28,Glass,3375,36.47,George Ltd,(938)408-2397x725,Dubai,Al Quoz Industrial Area,Open-air,163,311,Mixed-use,"Turner, Morrow and Donovan Development Project",20-04-2024,,,Cancelled,Pending,Pending,Cost Overruns,123086.25
INV-7590,PROJ-22,Cement,2573,98.78,"Barton, Johnson and Stark",(977)956-1231,Sharjah,SAIF Zone,Covered,101,248,Mixed-use,Martin-Bishop Development Project,01-08-2024,08-03-2025,09-09-2024,Delivered,Paid,Pending,Cost Overruns,254160.94
INV-7591,PROJ-86,Sand,1425,13.29,Hall-Green,001-955-216-5123x4500,Sharjah,Industrial Area 10,Open-air,168,451,Residential,Flynn LLC Development Project,24-08-2024,28-07-2025,23-10-2024,In-progress,Paid,Compliant,Material Shortage,18938.25
INV-7592,PROJ-44,Sand,2879,8.92,"Fowler, Morales and Yang",(998)321-8697x2803,Sharjah,Al Khan Industrial Area,Covered,133,225,Mixed-use,"Duffy, Luna and Rosario Development Project",12-12-2023,15-01-2025,27-08-2024,Pending,Paid,Compliant,Material Shortage,25680.68
INV-7593,PROJ-38,Paint,1173,25.31,"Fowler, Brown and White",381-651-9414x7262,Dubai,Jebel Ali Free Zone (JAFZA),Climate-controlled,185,388,Residential,May PLC Development Project,30-11-2023,,,Cancelled,Pending,Pending,Cost Overruns,29688.63
INV-7594,PROJ-28,Cement,2625,90.32,Hall-Green,+1-531-625-1565x66796,Abu Dhabi,Mussafah Industrial Area,Climate-controlled,72,485,Mixed-use,"Turner, Morrow and Donovan Development Project",07-11-2023,05-06-2025,18-12-2023,Pending,Overdue,Non-compliant,Delay in Delivery,237090
INV-7595,PROJ-43,Sand,1171,8.51,"Glenn, Burton and Henry",+1-742-861-5940x31739,Dubai,Al Quoz Industrial Area,Covered,80,306,Mixed-use,"Gonzales, King and Cantrell Development Project",15-02-2024,,,Cancelled,Paid,Pending,Cost Overruns,9965.21
INV-7596,PROJ-94,Tiles,3946,12.42,"Mayo, Chen and Reed",240-491-1925x4456,Dubai,Ras Al Khor Industrial Area,Open-air,71,280,Mixed-use,Wagner Inc Development Project,28-03-2024,,,Cancelled,Overdue,Non-compliant,Delay in Delivery,49009.32
INV-7597,PROJ-71,Wood,2451,4.58,"Maynard, Holt and Warren",461-840-0620x64416,Abu Dhabi,Mussafah Industrial Area,Open-air,177,410,Mixed-use,Crawford-Bates Development Project,21-03-2024,,,Cancelled,Overdue,Pending,Material Shortage,11225.58
INV-7598,PROJ-15,Wood,721,6.64,"Barton, Johnson and Stark",332-778-1766x74540,Abu Dhabi,ICAD,Climate-controlled,181,267,Commercial,Stewart-Lewis Development Project,09-09-2024,18-03-2025,20-02-2025,Pending,Overdue,Compliant,Cost Overruns,4787.44
INV-7599,PROJ-24,Steel,1223,859.49,"Fowler, Brown and White",001-722-411-4086x1708,Dubai,Jebel Ali Free Zone (JAFZA),Open-air,154,233,Mixed-use,Walker Ltd Development Project,24-01-2024,02-01-2025,26-03-2024,Delivered,Pending,Compliant,Material Shortage,1051156.27
INV-7600,PROJ-58,Bricks,4200,2.39,"Barton, Johnson and Stark",001-406-470-9900,Dubai,Ras Al Khor Industrial Area,Covered,53,299,Mixed-use,"Anderson, Lawrence and Kelly Development Project",08-10-2023,28-11-2024,11-11-2023,Pending,Pending,Pending,Material Shortage,10038
INV-7601,PROJ-100,Safety Equipment,3189,35.28,Robinson Inc,+1-644-458-1878x96758,Sharjah,Industrial Area 10,Climate-controlled,68,447,Residential,"Morgan, Young and Love Development Project",21-11-2023,09-11-2024,24-12-2023,Pending,Paid,Pending,Delay in Delivery,112507.92
INV-7602,PROJ-41,Cement,2339,99.52,Murphy Ltd,654.665.5539x5750,Abu Dhabi,Khalifa Industrial Zone Abu Dhabi (KIZAD),Climate-controlled,143,456,Commercial,Hernandez-Davis Development Project,05-02-2024,07-12-2024,25-04-2024,Pending,Paid,Non-compliant,Material Shortage,232777.28
INV-7603,PROJ-53,Paint,3600,25.28,"Fowler, Brown and White",(600)354-0884x93609,Sharjah,Hamriyah Free Zone,Open-air,95,292,Residential,Reyes-Eaton Development Project,13-09-2024,05-12-2024,12-10-2024,Delivered,Paid,Non-compliant,Cost Overruns,91008
